date,electricity
2012-05-23,21431845.0
2012-05-24,21763932.0
2012-05-25,20870238.0
2012-05-26,20134060.0
2012-05-27,20075773.0
2012-05-28,21010986.0
2012-05-29,21484895.0
2012-05-30,22669429.0
2012-05-31,23731534.0
2012-06-01,23616667.0
2012-06-02,22202101.0
2012-06-03,21918002.0
2012-06-04,22966669.0
2012-06-05,23483582.0
2012-06-06,23501025.0
2012-06-07,22480371.0
2012-06-08,21270622.0
2012-06-09,21612173.0
2012-06-10,22214926.0
2012-06-11,21088973.0
2012-06-12,20891394.0
2012-06-13,21386753.0
2012-06-14,21947650.0
2012-06-15,22574999.0
2012-06-16,23184073.0
2012-06-17,22938361.0
2012-06-18,22044066.0
2012-06-19,21223701.0
2012-06-20,20766420.0
2012-06-21,21696138.0
2012-06-22,22172548.0
2012-06-23,22909762.0
2012-06-24,23838163.0
2012-06-25,25539436.0
2012-06-26,27648893.0
2012-06-27,26596587.0
2012-06-28,25580051.0
2012-06-29,23875513.0
2012-06-30,23070717.0
2012-07-01,22523787.0
2012-07-02,24222304.0
2012-07-03,25052026.0
2012-07-04,24592297.0
2012-07-05,22983284.0
2012-07-06,23770414.0
2012-07-07,23995334.0
2012-07-08,23150673.0
2012-07-09,23178795.0
2012-07-10,23177326.0
2012-07-11,23299166.0
2012-07-12,24433009.0
2012-07-13,24815956.0
2012-07-14,24084591.0
2012-07-15,24066225.0
2012-07-16,26857859.0
2012-07-17,28125132.0
2012-07-18,28082687.0
2012-07-19,27499886.0
2012-07-20,26461618.0
2012-07-21,27338424.0
2012-07-22,26850418.0
2012-07-23,26259415.0
2012-07-24,25893034.0
2012-07-25,25553012.0
2012-07-26,25136074.0
2012-07-27,24904940.0
2012-07-28,24618959.0
2012-07-29,24658883.0
2012-07-30,25203223.0
2012-07-31,25323733.0
2012-08-01,25259443.0
2012-08-02,26018698.0
2012-08-03,25700352.0
2012-08-04,25178751.0
2012-08-05,23405860.0
2012-08-06,23947753.0
2012-08-07,25851593.0
2012-08-08,26875719.0
2012-08-09,27675718.0
2012-08-10,28706838.0
2012-08-11,27125831.0
2012-08-12,24793681.0
2012-08-13,25471104.0
2012-08-14,25675946.0
2012-08-15,25159043.0
2012-08-16,25018172.0
2012-08-17,26039534.0
2012-08-18,25863350.0
2012-08-19,26066231.0
2012-08-20,27915562.0
2012-08-21,28858537.0
2012-08-22,26495728.0
2012-08-23,25990639.0
2012-08-24,25449712.0
2012-08-25,25684814.0
2012-08-26,23967583.0
2012-08-27,24285212.0
2012-08-28,25803994.0
2012-08-29,24118940.0
2012-08-30,24465730.0
2012-08-31,25496204.0
2012-09-01,25280726.0
2012-09-02,24760318.0
2012-09-03,24760236.0
2012-09-04,25158191.0
2012-09-05,25571373.0
2012-09-06,26367095.0
2012-09-07,26325133.0
2012-09-08,25317535.0
2012-09-09,24422274.0
2012-09-10,24275844.0
2012-09-11,25345058.0
2012-09-12,26534997.0
2012-09-13,25769038.0
2012-09-14,25273791.0
2012-09-15,25800842.0
2012-09-16,23983646.0
2012-09-17,23766006.0
2012-09-18,24706614.0
2012-09-19,24849560.0
2012-09-20,24139882.0
2012-09-21,23932331.0
2012-09-22,24220310.0
2012-09-23,23165589.0
2012-09-24,21491400.0
2012-09-25,21224347.0
2012-09-26,19979500.0
2012-09-27,19620726.0
2012-09-28,19966471.0
2012-09-29,21482290.0
2012-09-30,20903702.0
2012-10-01,20348677.0
2012-10-02,20574124.0
2012-10-03,20548853.0
2012-10-04,20963921.0
2012-10-05,21577251.0
2012-10-06,21266947.0
2012-10-07,21447064.0
2012-10-08,21791836.0
2012-10-09,22392914.0
2012-10-10,22039447.0
2012-10-11,21280258.0
2012-10-12,20332165.0
2012-10-13,19863626.0
2012-10-14,19845349.0
2012-10-15,18770070.0
2012-10-16,19200060.0
2012-10-17,19148020.0
2012-10-18,18101366.0
2012-10-19,18199535.0
2012-10-20,18269473.0
2012-10-21,18335177.0
2012-10-22,19566812.0
2012-10-23,19676133.0
2012-10-24,19129182.0
2012-10-25,18865875.0
2012-10-26,19338252.0
2012-10-27,18842613.0
2012-10-28,18016747.0
2012-10-29,17999228.0
2012-10-30,18205757.0
2012-10-31,17936202.0
2012-11-01,17816551.0
2012-11-02,18350640.0
2012-11-03,19727096.0
2012-11-04,17694519.0
2012-11-05,17678807.0
2012-11-06,17542296.0
2012-11-07,17833698.0
2012-11-08,17872407.0
2012-11-09,17824914.0
2012-11-10,17876250.0
2012-11-11,16829499.0
2012-11-12,16871906.0
2012-11-13,17055735.0
2012-11-14,17352854.0
2012-11-15,17901443.0
2012-11-16,17606533.0
2012-11-17,18097347.0
2012-11-18,17181930.0
2012-11-19,17290937.0
2012-11-20,17665556.0
2012-11-21,17285047.0
2012-11-22,17173166.0
2012-11-23,17696962.0
2012-11-24,18431491.0
2012-11-25,18053776.0
2012-11-26,17105849.0
2012-11-27,16981106.0
2012-11-28,17007403.0
2012-11-29,16957726.0
2012-11-30,17210339.0
2012-12-01,17210683.0
2012-12-02,16711641.0
2012-12-03,17052682.0
2012-12-04,17349549.0
2012-12-05,17328180.0
2012-12-06,17571862.0
2012-12-07,17843383.0
2012-12-08,17770273.0
2012-12-09,17210506.0
2012-12-10,17135184.0
2012-12-11,17320086.0
2012-12-12,17551176.0
2012-12-13,17732136.0
2012-12-14,18291681.0
2012-12-15,18299472.0
2012-12-16,18021578.0
2012-12-17,18113509.0
2012-12-18,18520182.0
2012-12-19,18359991.0
2012-12-20,18496615.0
2012-12-21,19043268.0
2012-12-22,18961304.0
2012-12-23,18401488.0
2012-12-24,16958272.0
2012-12-25,11877241.0
2012-12-26,17143037.0
2012-12-27,17637515.0
2012-12-28,17723564.0
2012-12-29,17881892.0
2012-12-30,17649332.0
2012-12-31,16457571.0
2013-01-01,11488243.0
2013-01-02,16825317.0
2013-01-03,16922821.0
2013-01-04,17070790.0
2013-01-05,17161786.0
2013-01-06,16816543.0
2013-01-07,16794913.0
2013-01-08,17027820.0
2013-01-09,17308482.0
2013-01-10,17380279.0
2013-01-11,17392568.0
2013-01-12,17186712.0
2013-01-13,16589647.0
2013-01-14,16651448.0
2013-01-15,16739986.0
2013-01-16,16866379.0
2013-01-17,17266670.0
2013-01-18,17601108.0
2013-01-19,16765489.0
2013-01-20,16669379.0
2013-01-21,16667411.0
2013-01-22,16754680.0
2013-01-23,16831729.0
2013-01-24,16983910.0
2013-01-25,17312376.0
2013-01-26,17271855.0
2013-01-27,16986515.0
2013-01-28,16761734.0
2013-01-29,16849574.0
2013-01-30,16989959.0
2013-01-31,16786883.0
2013-02-01,17050381.0
2013-02-02,16734214.0
2013-02-03,16069298.0
2013-02-04,15886621.0
2013-02-05,16195296.0
2013-02-06,16119608.0
2013-02-07,16017925.0
2013-02-08,16098782.0
2013-02-09,16016704.0
2013-02-10,15781883.0
2013-02-11,16045347.0
2013-02-12,16003034.0
2013-02-13,16216850.0
2013-02-14,16152787.0
2013-02-15,16258847.0
2013-02-16,16282558.0
2013-02-17,16036990.0
2013-02-18,16152306.0
2013-02-19,16252637.0
2013-02-20,16476273.0
2013-02-21,16702720.0
2013-02-22,16732937.0
2013-02-23,16403292.0
2013-02-24,15885363.0
2013-02-25,16009243.0
2013-02-26,16241602.0
2013-02-27,16268881.0
2013-02-28,16170216.0
2013-03-01,16267884.0
2013-03-02,16338907.0
2013-03-03,16032424.0
2013-03-04,16218205.0
2013-03-05,16597142.0
2013-03-06,16634489.0
2013-03-07,16725025.0
2013-03-08,16711247.0
2013-03-09,16557913.0
2013-03-10,16016897.0
2013-03-11,16122789.0
2013-03-12,16342807.0
2013-03-13,15923088.0
2013-03-14,15996296.0
2013-03-15,16102626.0
2013-03-16,16475627.0
2013-03-17,16066887.0
2013-03-18,15990316.0
2013-03-19,16262411.0
2013-03-20,16108193.0
2013-03-21,16234479.0
2013-03-22,16548047.0
2013-03-23,16450544.0
2013-03-24,16065717.0
2013-03-25,16532664.0
2013-03-26,17029732.0
2013-03-27,16915233.0
2013-03-28,17082250.0
2013-03-29,17472227.0
2013-03-30,17186534.0
2013-03-31,15249522.0
2013-04-01,15707527.0
2013-04-02,16377176.0
2013-04-03,16203767.0
2013-04-04,16310562.0
2013-04-05,16220684.0
2013-04-06,16171445.0
2013-04-07,16037383.0
2013-04-08,16298939.0
2013-04-09,16437239.0
2013-04-10,16619874.0
2013-04-11,16691170.0
2013-04-12,16600737.0
2013-04-13,16844918.0
2013-04-14,16956621.0
2013-04-15,17263373.0
2013-04-16,17520502.0
2013-04-17,17551989.0
2013-04-18,17619735.0
2013-04-19,17576365.0
2013-04-20,17556758.0
2013-04-21,17200590.0
2013-04-22,17277082.0
2013-04-23,17536506.0
2013-04-24,17870553.0
2013-04-25,18171975.0
2013-04-26,18143091.0
2013-04-27,16836925.0
2013-04-28,15736050.0
2013-04-29,15822599.0
2013-04-30,16165854.0
2013-05-01,15710542.0
2013-05-02,17002193.0
2013-05-03,17598372.0
2013-05-04,17992814.0
2013-05-05,18096664.0
2013-05-06,18947880.0
2013-05-07,18969661.0
2013-05-08,18860143.0
2013-05-09,19305984.0
2013-05-10,19075148.0
2013-05-11,19010630.0
2013-05-12,18399576.0
2013-05-13,19191180.0
2013-05-14,19167404.0
2013-05-15,17255669.0
2013-05-16,17002737.0
2013-05-17,17034547.0
2013-05-18,16885317.0
2013-05-19,16447319.0
2013-05-20,16779223.0
2013-05-21,17454225.0
2013-05-22,18017184.0
2013-05-23,18018314.0
2013-05-24,18175231.0
2013-05-25,18223329.0
2013-05-26,17510855.0
2013-05-27,17194418.0
2013-05-28,17169213.0
2013-05-29,17059586.0
2013-05-30,17217301.0
2013-05-31,18607085.0
2013-06-01,19330606.0
2013-06-02,19315893.0
2013-06-03,19921678.0
2013-06-04,19433207.0
2013-06-05,19787559.0
2013-06-06,17807550.0
2013-06-07,18151058.0
2013-06-08,17984391.0
2013-06-09,17599743.0
2013-06-10,17758130.0
2013-06-11,18399548.0
2013-06-12,19710895.0
2013-06-13,20805899.0
2013-06-14,20815711.0
2013-06-15,20675624.0
2013-06-16,19950140.0
2013-06-17,18696976.0
2013-06-18,18407093.0
2013-06-19,18847439.0
2013-06-20,19439059.0
2013-06-21,19746339.0
2013-06-22,20870043.0
2013-06-23,21638930.0
2013-06-24,21409450.0
2013-06-25,23268912.0
2013-06-26,23453499.0
2013-06-27,23193892.0
2013-06-28,23933247.0
2013-06-29,24966001.0
2013-06-30,24899537.0
2013-07-01,23737629.0
2013-07-02,22936490.0
2013-07-03,24588525.0
2013-07-04,26636796.0
2013-07-05,27233984.0
2013-07-06,27405376.0
2013-07-07,27165215.0
2013-07-08,27316986.0
2013-07-09,27407136.0
2013-07-10,26826100.0
2013-07-11,25530568.0
2013-07-12,24660475.0
2013-07-13,23765604.0
2013-07-14,23283125.0
2013-07-15,24133954.0
2013-07-16,24816150.0
2013-07-17,24877358.0
2013-07-18,24526104.0
2013-07-19,24252049.0
2013-07-20,23582039.0
2013-07-21,22908118.0
2013-07-22,23321151.0
2013-07-23,23827634.0
2013-07-24,24377590.0
2013-07-25,24545167.0
2013-07-26,23090276.0
2013-07-27,22410947.0
2013-07-28,22119553.0
2013-07-29,22972248.0
2013-07-30,24617078.0
2013-07-31,25259109.0
2013-08-01,24685813.0
2013-08-02,24133093.0
2013-08-03,23622444.0
2013-08-04,23241701.0
2013-08-05,23985798.0
2013-08-06,24329638.0
2013-08-07,23549372.0
2013-08-08,24036974.0
2013-08-09,26199583.0
2013-08-10,26834997.0
2013-08-11,25838887.0
2013-08-12,25047200.0
2013-08-13,25832045.0
2013-08-14,26233377.0
2013-08-15,26106235.0
2013-08-16,25325626.0
2013-08-17,25208443.0
2013-08-18,24816046.0
2013-08-19,26144017.0
2013-08-20,26452157.0
2013-08-21,25364465.0
2013-08-22,24919886.0
2013-08-23,25076844.0
2013-08-24,24831605.0
2013-08-25,24027998.0
2013-08-26,23727104.0
2013-08-27,23540715.0
2013-08-28,23503944.0
2013-08-29,23904423.0
2013-08-30,24747177.0
2013-08-31,24823836.0
2013-09-01,24058895.0
2013-09-02,24381496.0
2013-09-03,24710286.0
2013-09-04,24274095.0
2013-09-05,23573877.0
2013-09-06,23546167.0
2013-09-07,22587508.0
2013-09-08,21330050.0
2013-09-09,21474733.0
2013-09-10,22729598.0
2013-09-11,23201788.0
2013-09-12,23922279.0
2013-09-13,24511847.0
2013-09-14,23764352.0
2013-09-15,23044059.0
2013-09-16,22662345.0
2013-09-17,22179504.0
2013-09-18,21909067.0
2013-09-19,22166337.0
2013-09-20,23589484.0
2013-09-21,24134591.0
2013-09-22,23527657.0
2013-09-23,23114667.0
2013-09-24,22218048.0
2013-09-25,21845233.0
2013-09-26,21848693.0
2013-09-27,22140847.0
2013-09-28,21786268.0
2013-09-29,21101551.0
2013-09-30,21780255.0
2013-10-01,21527146.0
2013-10-02,20673472.0
2013-10-03,21332507.0
2013-10-04,20770211.0
2013-10-05,20332908.0
2013-10-06,20373990.0
2013-10-07,20140983.0
2013-10-08,20901921.0
2013-10-09,20513075.0
2013-10-10,20554314.0
2013-10-11,20209542.0
2013-10-12,19226329.0
2013-10-13,19265487.0
2013-10-14,19560538.0
2013-10-15,20240822.0
2013-10-16,19889782.0
2013-10-17,19940407.0
2013-10-18,19911864.0
2013-10-19,19848761.0
2013-10-20,19426010.0
2013-10-21,19406518.0
2013-10-22,19634031.0
2013-10-23,19581325.0
2013-10-24,20036110.0
2013-10-25,19021330.0
2013-10-26,18758192.0
2013-10-27,19068655.0
2013-10-28,18223021.0
2013-10-29,17322208.0
2013-10-30,17141252.0
2013-10-31,17273428.0
2013-11-01,17892885.0
2013-11-02,18497813.0
2013-11-03,17933179.0
2013-11-04,17902718.0
2013-11-05,18126303.0
2013-11-06,17943479.0
2013-11-07,17939213.0
2013-11-08,18236643.0
2013-11-09,17688489.0
2013-11-10,17514026.0
2013-11-11,17420412.0
2013-11-12,17903099.0
2013-11-13,17802616.0
2013-11-14,17685137.0
2013-11-15,17426832.0
2013-11-16,16878134.0
2013-11-17,16430864.0
2013-11-18,16629152.0
2013-11-19,16947015.0
2013-11-20,16669161.0
2013-11-21,16817960.0
2013-11-22,17332556.0
2013-11-23,17129571.0
2013-11-24,16377130.0
2013-11-25,16579082.0
2013-11-26,16851222.0
2013-11-27,16623423.0
2013-11-28,16710034.0
2013-11-29,17033503.0
2013-11-30,17119381.0
2013-12-01,16709468.0
2013-12-02,16830256.0
2013-12-03,16843295.0
2013-12-04,17053307.0
2013-12-05,17208578.0
2013-12-06,17506053.0
2013-12-07,17449632.0
2013-12-08,16869396.0
2013-12-09,16862176.0
2013-12-10,17073057.0
2013-12-11,17160953.0
2013-12-12,17264203.0
2013-12-13,17810919.0
2013-12-14,17819266.0
2013-12-15,17304077.0
2013-12-16,17138889.0
2013-12-17,17580641.0
2013-12-18,17511427.0
2013-12-19,17684065.0
2013-12-20,17567219.0
2013-12-21,17749936.0
2013-12-22,17601843.0
2013-12-23,18153563.0
2013-12-24,16158229.0
2013-12-25,10965566.0
2013-12-26,17035827.0
2013-12-27,17931384.0
2013-12-28,17641687.0
2013-12-29,17229388.0
2013-12-30,17570300.0
2013-12-31,16567700.0
2014-01-01,11261030.0
2014-01-02,17120435.0
2014-01-03,17578382.0
2014-01-04,17389050.0
2014-01-05,16986813.0
2014-01-06,17097798.0
2014-01-07,17010410.0
2014-01-08,17264667.0
2014-01-09,16892909.0
2014-01-10,17057296.0
2014-01-11,16951319.0
2014-01-12,16938667.0
2014-01-13,16595339.0
2014-01-14,16721919.0
2014-01-15,16838530.0
2014-01-16,16590748.0
2014-01-17,16786088.0
2014-01-18,16737611.0
2014-01-19,16230408.0
2014-01-20,16442159.0
2014-01-21,16877838.0
2014-01-22,16639545.0
2014-01-23,16707843.0
2014-01-24,17008592.0
2014-01-25,17130992.0
2014-01-26,16835702.0
2014-01-27,16621110.0
2014-01-28,16852819.0
2014-01-29,16508215.0
2014-01-30,16643466.0
2014-01-31,17087258.0
2014-02-01,16935357.0
2014-02-02,16439396.0
2014-02-03,16474291.0
2014-02-04,17062229.0
2014-02-05,16892854.0
2014-02-06,16962382.0
2014-02-07,16950281.0
2014-02-08,17080538.0
2014-02-09,16532193.0
2014-02-10,16267908.0
2014-02-11,16484438.0
2014-02-12,16597640.0
2014-02-13,16726299.0
2014-02-14,16893456.0
2014-02-15,16333199.0
2014-02-16,15986703.0
2014-02-17,15953413.0
2014-02-18,15964366.0
2014-02-19,16022869.0
2014-02-20,16187013.0
2014-02-21,16182463.0
2014-02-22,16291943.0
2014-02-23,15836532.0
2014-02-24,15868616.0
2014-02-25,16212289.0
2014-02-26,16011776.0
2014-02-27,16250011.0
2014-02-28,16351468.0
2014-03-01,16602189.0
2014-03-02,16159849.0
2014-03-03,15886000.0
2014-03-04,15964951.0
2014-03-05,16296128.0
2014-03-06,16318972.0
2014-03-07,16306309.0
2014-03-08,16253251.0
2014-03-09,15923992.0
2014-03-10,16059595.0
2014-03-11,16212288.0
2014-03-12,16183227.0
2014-03-13,16138068.0
2014-03-14,16351669.0
2014-03-15,16785035.0
2014-03-16,16497709.0
2014-03-17,16306119.0
2014-03-18,16337690.0
2014-03-19,16362587.0
2014-03-20,16294322.0
2014-03-21,16506857.0
2014-03-22,16157203.0
2014-03-23,15604834.0
2014-03-24,15910042.0
2014-03-25,15894675.0
2014-03-26,15648921.0
2014-03-27,15798191.0
2014-03-28,16131166.0
2014-03-29,15981230.0
2014-03-30,15456306.0
2014-03-31,15989199.0
2014-04-01,16068312.0
2014-04-02,15931494.0
2014-04-03,15872016.0
2014-04-04,16356642.0
2014-04-05,16813294.0
2014-04-06,16987616.0
2014-04-07,16954867.0
2014-04-08,17850310.0
2014-04-09,17613168.0
2014-04-10,17620255.0
2014-04-11,17656800.0
2014-04-12,17792663.0
2014-04-13,17936155.0
2014-04-14,17674168.0
2014-04-15,18013371.0
2014-04-16,17979835.0
2014-04-17,18644474.0
2014-04-18,18191607.0
2014-04-19,17546404.0
2014-04-20,16079605.0
2014-04-21,16662266.0
2014-04-22,17025486.0
2014-04-23,16943998.0
2014-04-24,16667712.0
2014-04-25,16686003.0
2014-04-26,17268672.0
2014-04-27,17040612.0
2014-04-28,17322820.0
2014-04-29,17633125.0
2014-04-30,18558222.0
2014-05-01,18496140.0
2014-05-02,19303555.0
2014-05-03,19328610.0
2014-05-04,19182556.0
2014-05-05,19135648.0
2014-05-06,18945819.0
2014-05-07,18742108.0
2014-05-08,18786353.0
2014-05-09,19259847.0
2014-05-10,19637095.0
2014-05-11,19487737.0
2014-05-12,18801933.0
2014-05-13,19290728.0
2014-05-14,19575578.0
2014-05-15,19762165.0
2014-05-16,19894707.0
2014-05-17,19695533.0
2014-05-18,19360918.0
2014-05-19,17844269.0
2014-05-20,17398788.0
2014-05-21,16913144.0
2014-05-22,17286105.0
2014-05-23,17448795.0
2014-05-24,17219709.0
2014-05-25,16733992.0
2014-05-26,16802144.0
2014-05-27,17342665.0
2014-05-28,17599667.0
2014-05-29,18170894.0
2014-05-30,18621437.0
2014-05-31,19049708.0
2014-06-01,19063347.0
2014-06-02,19096575.0
2014-06-03,18836449.0
2014-06-04,18779215.0
2014-06-05,18597811.0
2014-06-06,18773731.0
2014-06-07,18714594.0
2014-06-08,18407834.0
2014-06-09,18581856.0
2014-06-10,18935716.0
2014-06-11,20226162.0
2014-06-12,22037531.0
2014-06-13,23898883.0
2014-06-14,25158702.0
2014-06-15,24377139.0
2014-06-16,22893564.0
2014-06-17,21756121.0
2014-06-18,21000806.0
2014-06-19,20543223.0
2014-06-20,20821592.0
2014-06-21,20563847.0
2014-06-22,20001126.0
2014-06-23,19985400.0
2014-06-24,19842515.0
2014-06-25,19921136.0
2014-06-26,20032204.0
2014-06-27,20822188.0
2014-06-28,21493836.0
2014-06-29,20364892.0
2014-06-30,20030527.0
2014-07-01,20061699.0
2014-07-02,19810741.0
2014-07-03,20749643.0
2014-07-04,21853556.0
2014-07-05,22042553.0
2014-07-06,20844551.0
2014-07-07,20266236.0
2014-07-08,22340001.0
2014-07-09,22434429.0
2014-07-10,23182245.0
2014-07-11,24388505.0
2014-07-12,24715345.0
2014-07-13,23572164.0
2014-07-14,24467001.0
2014-07-15,24841121.0
2014-07-16,24982609.0
2014-07-17,24250373.0
2014-07-18,22998336.0
2014-07-19,22683286.0
2014-07-20,21914824.0
2014-07-21,23174758.0
2014-07-22,24292085.0
2014-07-23,23663634.0
2014-07-24,22901248.0
2014-07-25,23822860.0
2014-07-26,24328361.0
2014-07-27,23158150.0
2014-07-28,23480790.0
2014-07-29,24138334.0
2014-07-30,23712654.0
2014-07-31,22780865.0
2014-08-01,22953964.0
2014-08-02,22955348.0
2014-08-03,22740359.0
2014-08-04,22459060.0
2014-08-05,24090169.0
2014-08-06,24254863.0
2014-08-07,25086289.0
2014-08-08,25311082.0
2014-08-09,24998138.0
2014-08-10,24148270.0
2014-08-11,24161478.0
2014-08-12,24687760.0
2014-08-13,23298029.0
2014-08-14,23250578.0
2014-08-15,23928291.0
2014-08-16,23701648.0
2014-08-17,24525152.0
2014-08-18,24211169.0
2014-08-19,23003109.0
2014-08-20,22717511.0
2014-08-21,22843051.0
2014-08-22,22939789.0
2014-08-23,22967916.0
2014-08-24,22498852.0
2014-08-25,23563167.0
2014-08-26,25733937.0
2014-08-27,25574421.0
2014-08-28,24608343.0
2014-08-29,23742027.0
2014-08-30,23604272.0
2014-08-31,23365987.0
2014-09-01,24527648.0
2014-09-02,24677728.0
2014-09-03,23582554.0
2014-09-04,23347563.0
2014-09-05,23499731.0
2014-09-06,23924957.0
2014-09-07,23553184.0
2014-09-08,23745014.0
2014-09-09,23582083.0
2014-09-10,23058216.0
2014-09-11,23287762.0
2014-09-12,23535499.0
2014-09-13,23140532.0
2014-09-14,22472182.0
2014-09-15,22464907.0
2014-09-16,22059312.0
2014-09-17,21648265.0
2014-09-18,21069134.0
2014-09-19,21327848.0
2014-09-20,21449104.0
2014-09-21,21062027.0
2014-09-22,20565857.0
2014-09-23,20754430.0
2014-09-24,20470612.0
2014-09-25,20359271.0
2014-09-26,20962554.0
2014-09-27,21226615.0
2014-09-28,20458782.0
2014-09-29,20589416.0
2014-09-30,20292250.0
2014-10-01,21290172.0
2014-10-02,21927158.0
2014-10-03,22267820.0
2014-10-04,21509355.0
2014-10-05,19727931.0
2014-10-06,19896554.0
2014-10-07,20569278.0
2014-10-08,21172892.0
2014-10-09,20448163.0
2014-10-10,20165212.0
2014-10-11,19571977.0
2014-10-12,18665161.0
2014-10-13,17736283.0
2014-10-14,17983972.0
2014-10-15,19452787.0
2014-10-16,20213933.0
2014-10-17,20431361.0
2014-10-18,20568256.0
2014-10-19,20829436.0
2014-10-20,21345597.0
2014-10-21,21488067.0
2014-10-22,22162753.0
2014-10-23,20743001.0
2014-10-24,21184129.0
2014-10-25,20862248.0
2014-10-26,20454258.0
2014-10-27,19731127.0
2014-10-28,19494034.0
2014-10-29,19731668.0
2014-10-30,19378310.0
2014-10-31,19459673.0
2014-11-01,19761829.0
2014-11-02,18382206.0
2014-11-03,18230344.0
2014-11-04,16810650.0
2014-11-05,16831827.0
2014-11-06,16767666.0
2014-11-07,17273180.0
2014-11-08,17569039.0
2014-11-09,16557019.0
2014-11-10,16348530.0
2014-11-11,17262212.0
2014-11-12,17372341.0
2014-11-13,17946162.0
2014-11-14,17424456.0
2014-11-15,17129969.0
2014-11-16,16745475.0
2014-11-17,16757211.0
2014-11-18,17002709.0
2014-11-19,17341033.0
2014-11-20,17218066.0
2014-11-21,17694860.0
2014-11-22,17796737.0
2014-11-23,17030281.0
2014-11-24,16997286.0
2014-11-25,16757290.0
2014-11-26,16533044.0
2014-11-27,16458166.0
2014-11-28,16786354.0
2014-11-29,16654348.0
2014-11-30,16393438.0
2014-12-01,16482988.0
2014-12-02,16434619.0
2014-12-03,16283500.0
2014-12-04,16360987.0
2014-12-05,16547701.0
2014-12-06,16508991.0
2014-12-07,15979018.0
2014-12-08,16162835.0
2014-12-09,16136410.0
2014-12-10,16428906.0
2014-12-11,16559895.0
